,word,score
0,conas,10161
0,conae,7561
0,conay,7349
0,conaa,6707
0,conad,6696
0,conis,9890
0,conie,7290
0,coniy,7078
0,conia,6436
0,conid,6425
0,conts,9881
0,conte,7281
0,conty,7069
0,conta,6427
0,contd,6416
0,conns,9727
0,conne,7127
0,conny,6915
0,conna,6273
0,connd,6262
0,cooes,11367
0,cooee,8767
0,cooey,8555
0,cooea,7913
0,cooed,7902
0,cooas,10155
0,cooae,7555
0,cooay,7343
0,cooaa,6701
0,cooad,6690
0,coois,9884
0,cooie,7284
0,cooiy,7072
0,cooia,6430
0,cooid,6419
0,coots,9875
0,coote,7275
0,cooty,7063
0,coota,6421
0,cootd,6410
0,coons,9721
0,coone,7121
0,coony,6909
0,coona,6267
0,coond,6256
0,ceaes,11071
0,ceaee,8471
0,ceaey,8259
0,ceaea,7617
0,ceaed,7606
0,ceaas,9859
0,ceaae,7259
0,ceaay,7047
0,ceaaa,6405
0,ceaad,6394
0,ceais,9588
0,ceaie,6988
0,ceaiy,6776
0,ceaia,6134
0,ceaid,6123
0,ceats,9579
0,ceate,6979
0,ceaty,6767
0,ceata,6125
0,ceatd,6114
0,ceans,9425
0,ceane,6825
0,ceany,6613
0,ceana,5971
0,ceand,5960
0,ceres,11051
0,ceree,8451
0,cerey,8239
0,cerea,7597
0,cered,7586
0,ceras,9839
0,cerae,7239
0,ceray,7027
0,ceraa,6385
0,cerad,6374
0,ceris,9568
0,cerie,6968
0,ceriy,6756
0,ceria,6114
0,cerid,6103
0,certs,9559
0,certe,6959
0,certy,6747
0,certa,6105
0,certd,6094
0,cerns,9405
0,cerne,6805
0,cerny,6593
0,cerna,5951
0,cernd,5940
0,ceies,10870
0,ceiee,8270
0,ceiey,8058
0,ceiea,7416
0,ceied,7405
0,ceias,9658
0,ceiae,7058
0,ceiay,6846
0,ceiaa,6204
0,ceiad,6193
0,ceiis,9387
0,ceiie,6787
0,ceiiy,6575
0,ceiia,5933
0,ceiid,5922
0,ceits,9378
0,ceite,6778
0,ceity,6566
0,ceita,5924
0,ceitd,5913
0,ceins,9224
0,ceine,6624
0,ceiny,6412
0,ceina,5770
0,ceind,5759
0,cenes,10816
0,cenee,8216
0,ceney,8004
0,cenea,7362
0,cened,7351
0,cenas,9604
0,cenae,7004
0,cenay,6792
0,cenaa,6150
0,cenad,6139
0,cenis,9333
0,cenie,6733
0,ceniy,6521
0,cenia,5879
0,cenid,5868
0,cents,9324
0,cente,6724
0,centy,6512
0,centa,5870
0,centd,5859
0,cenns,9170
0,cenne,6570
0,cenny,6358
0,cenna,5716
0,cennd,5705
0,ceoes,10810
0,ceoee,8210
0,ceoey,7998
0,ceoea,7356
0,ceoed,7345
0,ceoas,9598
0,ceoae,6998
0,ceoay,6786
0,ceoaa,6144
0,ceoad,6133
0,ceois,9327
0,ceoie,6727
0,ceoiy,6515
0,ceoia,5873
0,ceoid,5862
0,ceots,9318
0,ceote,6718
0,ceoty,6506
0,ceota,5864
0,ceotd,5853
0,ceons,9164
0,ceone,6564
0,ceony,6352
0,ceona,5710
0,ceond,5699
0,ciaes,10812
0,ciaee,8212
0,ciaey,8000
0,ciaea,7358
0,ciaed,7347
0,ciaas,9600
0,ciaae,7000
0,ciaay,6788
0,ciaaa,6146
0,ciaad,6135
0,ciais,9329
0,ciaie,6729
0,ciaiy,6517
0,ciaia,5875
0,ciaid,5864
0,ciats,9320
0,ciate,6720
0,ciaty,6508
0,ciata,5866
0,ciatd,5855
0,cians,9166
0,ciane,6566
0,ciany,6354
0,ciana,5712
0,ciand,5701
0,cires,10792
0,ciree,8192
0,cirey,7980
0,cirea,7338
0,cired,7327
0,ciras,9580
0,cirae,6980
0,ciray,6768
0,ciraa,6126
0,cirad,6115
0,ciris,9309
0,cirie,6709
0,ciriy,6497
0,ciria,5855
0,cirid,5844
0,cirts,9300
0,cirte,6700
0,cirty,6488
0,cirta,5846
0,cirtd,5835
0,cirns,9146
0,cirne,6546
0,cirny,6334
0,cirna,5692
0,cirnd,5681
0,ciies,10611
0,ciiee,8011
0,ciiey,7799
0,ciiea,7157
0,ciied,7146
0,ciias,9399
0,ciiae,6799
0,ciiay,6587
0,ciiaa,5945
0,ciiad,5934
0,ciiis,9128
0,ciiie,6528
0,ciiiy,6316
0,ciiia,5674
0,ciiid,5663
0,ciits,9119
0,ciite,6519
0,ciity,6307
0,ciita,5665
0,ciitd,5654
0,ciins,8965
0,ciine,6365
0,ciiny,6153
0,ciina,5511
0,ciind,5500
0,cines,10557
0,cinee,7957
0,ciney,7745
0,cinea,7103
0,cined,7092
0,cinas,9345
0,cinae,6745
0,cinay,6533
0,cinaa,5891
0,cinad,5880
0,cinis,9074
0,cinie,6474
0,ciniy,6262
0,cinia,5620
0,cinid,5609
0,cints,9065
0,cinte,6465
0,cinty,6253
0,cinta,5611
0,cintd,5600
0,cinns,8911
0,cinne,6311
0,cinny,6099
0,cinna,5457
0,cinnd,5446
0,cioes,10551
0,cioee,7951
0,cioey,7739
0,cioea,7097
0,cioed,7086
0,cioas,9339
0,cioae,6739
0,cioay,6527
0,cioaa,5885
0,cioad,5874
0,ciois,9068
0,cioie,6468
0,cioiy,6256
0,cioia,5614
0,cioid,5603
0,ciots,9059
0,ciote,6459
0,cioty,6247
0,ciota,5605
0,ciotd,5594
0,cions,8905
0,cione,6305
0,ciony,6093
0,ciona,5451
0,ciond,5440
0,cuaes,10582
0,cuaee,7982
0,cuaey,7770
0,cuaea,7128
0,cuaed,7117
0,cuaas,9370
0,cuaae,6770
0,cuaay,6558
0,cuaaa,5916
0,cuaad,5905
0,cuais,9099
0,cuaie,6499
0,cuaiy,6287
0,cuaia,5645
0,cuaid,5634
0,cuats,9090
0,cuate,6490
0,cuaty,6278
0,cuata,5636
0,cuatd,5625
0,cuans,8936
0,cuane,6336
0,cuany,6124
0,cuana,5482
0,cuand,5471
0,cures,10562
0,curee,7962
0,curey,7750
0,curea,7108
0,cured,7097
0,curas,9350
0,curae,6750
0,curay,6538
0,curaa,5896
0,curad,5885
0,curis,9079
0,curie,6479
0,curiy,6267
0,curia,5625
0,curid,5614
0,curts,9070
0,curte,6470
0,curty,6258
0,curta,5616
0,curtd,5605
0,curns,8916
0,curne,6316
0,curny,6104
0,curna,5462
0,curnd,5451
0,cuies,10381
0,cuiee,7781
0,cuiey,7569
0,cuiea,6927
0,cuied,6916
0,cuias,9169
0,cuiae,6569
0,cuiay,6357
0,cuiaa,5715
0,cuiad,5704
0,cuiis,8898
0,cuiie,6298
0,cuiiy,6086
0,cuiia,5444
0,cuiid,5433
0,cuits,8889
0,cuite,6289
0,cuity,6077
0,cuita,5435
0,cuitd,5424
0,cuins,8735
0,cuine,6135
0,cuiny,5923
0,cuina,5281
0,cuind,5270
0,cunes,10327
0,cunee,7727
0,cuney,7515
0,cunea,6873
0,cuned,6862
0,cunas,9115
0,cunae,6515
0,cunay,6303
0,cunaa,5661
0,cunad,5650
0,cunis,8844
0,cunie,6244
0,cuniy,6032
0,cunia,5390
0,cunid,5379
0,cunts,8835
0,cunte,6235
0,cunty,6023
0,cunta,5381
0,cuntd,5370
0,cunns,8681
0,cunne,6081
0,cunny,5869
0,cunna,5227
0,cunnd,5216
0,cuoes,10321
0,cuoee,7721
0,cuoey,7509
0,cuoea,6867
0,cuoed,6856
0,cuoas,9109
0,cuoae,6509
0,cuoay,6297
0,cuoaa,5655
0,cuoad,5644
0,cuois,8838
0,cuoie,6238
0,cuoiy,6026
0,cuoia,5384
0,cuoid,5373
0,cuots,8829
0,cuote,6229
0,cuoty,6017
0,cuota,5375
0,cuotd,5364
0,cuons,8675
0,cuone,6075
0,cuony,5863
0,cuona,5221
0,cuond,5210
0,maaes,11877
0,maaee,9277
0,maaey,9065
0,maaea,8423
0,maaed,8412
0,maaas,10665
0,maaae,8065
0,maaay,7853
0,maaaa,7211
0,maaad,7200
0,maais,10394
0,maaie,7794
0,maaiy,7582
0,maaia,6940
0,maaid,6929
0,maats,10385
0,maate,7785
0,maaty,7573
0,maata,6931
0,maatd,6920
0,maans,10231
0,maane,7631
0,maany,7419
0,maana,6777
0,maand,6766
0,mares,11857
0,maree,9257
0,marey,9045
0,marea,8403
0,mared,8392
0,maras,10645
0,marae,8045
0,maray,7833
0,maraa,7191
0,marad,7180
0,maris,10374
0,marie,7774
0,mariy,7562
0,maria,6920
0,marid,6909
0,marts,10365
0,marte,7765
0,marty,7553
0,marta,6911
0,martd,6900
0,marns,10211
0,marne,7611
0,marny,7399
0,marna,6757
0,marnd,6746
0,maies,11676
0,maiee,9076
0,maiey,8864
0,maiea,8222
0,maied,8211
0,maias,10464
0,maiae,7864
0,maiay,7652
0,maiaa,7010
0,maiad,6999
0,maiis,10193
0,maiie,7593
0,maiiy,7381
0,maiia,6739
0,maiid,6728
0,maits,10184
0,maite,7584
0,maity,7372
0,maita,6730
0,maitd,6719
0,mains,10030
0,maine,7430
0,mainy,7218
0,maina,6576
0,maind,6565
0,manes,11622
0,manee,9022
0,maney,8810
0,manea,8168
0,maned,8157
0,manas,10410
0,manae,7810
0,manay,7598
0,manaa,6956
0,manad,6945
0,manis,10139
0,manie,7539
0,maniy,7327
0,mania,6685
0,manid,6674
0,mants,10130
0,mante,7530
0,manty,7318
0,manta,6676
0,mantd,6665
0,manns,9976
0,manne,7376
0,manny,7164
0,manna,6522
0,mannd,6511
0,maoes,11616
0,maoee,9016
0,maoey,8804
0,maoea,8162
0,maoed,8151
0,maoas,10404
0,maoae,7804
0,maoay,7592
0,maoaa,6950
0,maoad,6939
0,maois,10133
0,maoie,7533
0,maoiy,7321
0,maoia,6679
0,maoid,6668
0,maots,10124
0,maote,7524
0,maoty,7312
0,maota,6670
0,maotd,6659
0,maons,9970
0,maone,7370
0,maony,7158
0,maona,6516
0,maond,6505
0,moaes,11609
0,moaee,9009
0,moaey,8797
0,moaea,8155
0,moaed,8144
0,moaas,10397
0,moaae,7797
0,moaay,7585
0,moaaa,6943
0,moaad,6932
0,moais,10126
0,moaie,7526
0,moaiy,7314
0,moaia,6672
0,moaid,6661
0,moats,10117
0,moate,7517
0,moaty,7305
0,moata,6663
0,moatd,6652
0,moans,9963
0,moane,7363
0,moany,7151
0,moana,6509
0,moand,6498
0,mores,11589
0,moree,8989
0,morey,8777
0,morea,8135
0,mored,8124
0,moras,10377
0,morae,7777
0,moray,7565
0,moraa,6923
0,morad,6912
0,moris,10106
0,morie,7506
0,moriy,7294
0,moria,6652
0,morid,6641
0,morts,10097
0,morte,7497
0,morty,7285
0,morta,6643
0,mortd,6632
0,morns,9943
0,morne,7343
0,morny,7131
0,morna,6489
0,mornd,6478
0,moies,11408
0,moiee,8808
0,moiey,8596
0,moiea,7954
0,moied,7943
0,moias,10196
0,moiae,7596
0,moiay,7384
0,moiaa,6742
0,moiad,6731
0,moiis,9925
0,moiie,7325
0,moiiy,7113
0,moiia,6471
0,moiid,6460
0,moits,9916
0,moite,7316
0,moity,7104
0,moita,6462
0,moitd,6451
0,moins,9762
0,moine,7162
0,moiny,6950
0,moina,6308
0,moind,6297
0,mones,11354
0,monee,8754
0,money,8542
0,monea,7900
0,moned,7889
0,monas,10142
0,monae,7542
0,monay,7330
0,monaa,6688
0,monad,6677
0,monis,9871
0,monie,7271
0,moniy,7059
0,monia,6417
0,monid,6406
0,monts,9862
0,monte,7262
0,monty,7050
0,monta,6408
0,montd,6397
0,monns,9708
0,monne,7108
0,monny,6896
0,monna,6254
0,monnd,6243
0,mooes,11348
0,mooee,8748
0,mooey,8536
0,mooea,7894
0,mooed,7883
0,mooas,10136
0,mooae,7536
0,mooay,7324
0,mooaa,6682
0,mooad,6671
0,moois,9865
0,mooie,7265
0,mooiy,7053
0,mooia,6411
0,mooid,6400
0,moots,9856
0,moote,7256
0,mooty,7044
0,moota,6402
0,mootd,6391
0,moons,9702
0,moone,7102
0,moony,6890
0,moona,6248
0,moond,6237
0,meaes,11052
0,meaee,8452
0,meaey,8240
0,meaea,7598
0,meaed,7587
0,meaas,9840
0,meaae,7240
0,meaay,7028
0,meaaa,6386
0,meaad,6375
0,meais,9569
0,meaie,6969
0,meaiy,6757
0,meaia,6115
0,meaid,6104
0,meats,9560
0,meate,6960
0,meaty,6748
0,meata,6106
0,meatd,6095
0,means,9406
0,meane,6806
0,meany,6594
0,meana,5952
0,meand,5941
0,meres,11032
0,meree,8432
0,merey,8220
0,merea,7578
0,mered,7567
0,meras,9820
0,merae,7220
0,meray,7008
0,meraa,6366
0,merad,6355
0,meris,9549
0,merie,6949
0,meriy,6737
0,meria,6095
0,merid,6084
0,merts,9540
0,merte,6940
0,merty,6728
0,merta,6086
0,mertd,6075
0,merns,9386
0,merne,6786
0,merny,6574
0,merna,5932
0,mernd,5921
0,meies,10851
0,meiee,8251
0,meiey,8039
0,meiea,7397
0,meied,7386
0,meias,9639
0,meiae,7039
0,meiay,6827
0,meiaa,6185
0,meiad,6174
0,meiis,9368
0,meiie,6768
0,meiiy,6556
0,meiia,5914
0,meiid,5903
0,meits,9359
0,meite,6759
0,meity,6547
0,meita,5905
0,meitd,5894
0,meins,9205
0,meine,6605
0,meiny,6393
0,meina,5751
0,meind,5740
0,menes,10797
0,menee,8197
0,meney,7985
0,menea,7343
0,mened,7332
0,menas,9585
0,menae,6985
0,menay,6773
0,menaa,6131
0,menad,6120
0,menis,9314
0,menie,6714
0,meniy,6502
0,menia,5860
0,menid,5849
0,ments,9305
0,mente,6705
0,menty,6493
0,menta,5851
0,mentd,5840
0,menns,9151
0,menne,6551
0,menny,6339
0,menna,5697
0,mennd,5686
0,meoes,10791
0,meoee,8191
0,meoey,7979
0,meoea,7337
0,meoed,7326
0,meoas,9579
0,meoae,6979
0,meoay,6767
0,meoaa,6125
0,meoad,6114
0,meois,9308
0,meoie,6708
0,meoiy,6496
0,meoia,5854
0,meoid,5843
0,meots,9299
0,meote,6699
0,meoty,6487
0,meota,5845
0,meotd,5834
0,meons,9145
0,meone,6545
0,meony,6333
0,meona,5691
0,meond,5680
0,miaes,10793
0,miaee,8193
0,miaey,7981
0,miaea,7339
0,miaed,7328
0,miaas,9581
0,miaae,6981
0,miaay,6769
0,miaaa,6127
0,miaad,6116
0,miais,9310
0,miaie,6710
0,miaiy,6498
0,miaia,5856
0,miaid,5845
0,miats,9301
0,miate,6701
0,miaty,6489
0,miata,5847
0,miatd,5836
0,mians,9147
0,miane,6547
0,miany,6335
0,miana,5693
0,miand,5682
0,mires,10773
0,miree,8173
0,mirey,7961
0,mirea,7319
0,mired,7308
0,miras,9561
0,mirae,6961
0,miray,6749
0,miraa,6107
0,mirad,6096
0,miris,9290
0,mirie,6690
0,miriy,6478
0,miria,5836
0,mirid,5825
0,mirts,9281
0,mirte,6681
0,mirty,6469
0,mirta,5827
0,mirtd,5816
0,mirns,9127
0,mirne,6527
0,mirny,6315
0,mirna,5673
0,mirnd,5662
0,miies,10592
0,miiee,7992
0,miiey,7780
0,miiea,7138
0,miied,7127
0,miias,9380
0,miiae,6780
0,miiay,6568
0,miiaa,5926
0,miiad,5915
0,miiis,9109
0,miiie,6509
0,miiiy,6297
0,miiia,5655
0,miiid,5644
0,miits,9100
0,miite,6500
0,miity,6288
0,miita,5646
0,miitd,5635
0,miins,8946
0,miine,6346
0,miiny,6134
0,miina,5492
0,miind,5481
0,mines,10538
0,minee,7938
0,miney,7726
0,minea,7084
0,mined,7073
0,minas,9326
0,minae,6726
0,minay,6514
0,minaa,5872
0,minad,5861
0,minis,9055
0,minie,6455
0,miniy,6243
0,minia,5601
0,minid,5590
0,mints,9046
0,minte,6446
0,minty,6234
0,minta,5592
0,mintd,5581
0,minns,8892
0,minne,6292
0,minny,6080
0,minna,5438
0,minnd,5427
0,mioes,10532
0,mioee,7932
0,mioey,7720
0,mioea,7078
0,mioed,7067
0,mioas,9320
0,mioae,6720
0,mioay,6508
0,mioaa,5866
0,mioad,5855
0,miois,9049
0,mioie,6449
0,mioiy,6237
0,mioia,5595
0,mioid,5584
0,miots,9040
0,miote,6440
0,mioty,6228
0,miota,5586
0,miotd,5575
0,mions,8886
0,mione,6286
0,miony,6074
0,miona,5432
0,miond,5421
0,muaes,10563
0,muaee,7963
0,muaey,7751
0,muaea,7109
0,muaed,7098
0,muaas,9351
0,muaae,6751
0,muaay,6539
0,muaaa,5897
0,muaad,5886
0,muais,9080
0,muaie,6480
0,muaiy,6268
0,muaia,5626
0,muaid,5615
0,muats,9071
0,muate,6471
0,muaty,6259
0,muata,5617
0,muatd,5606
0,muans,8917
0,muane,6317
0,muany,6105
0,muana,5463
0,muand,5452
0,mures,10543
0,muree,7943
0,murey,7731
0,murea,7089
0,mured,7078
0,muras,9331
0,murae,6731
0,muray,6519
0,muraa,5877
0,murad,5866
0,muris,9060
0,murie,6460
0,muriy,6248
0,muria,5606
0,murid,5595
0,murts,9051
0,murte,6451
0,murty,6239
0,murta,5597
0,murtd,5586
0,murns,8897
0,murne,6297
0,murny,6085
0,murna,5443
0,murnd,5432
0,muies,10362
0,muiee,7762
0,muiey,7550
0,muiea,6908
0,muied,6897
0,muias,9150
0,muiae,6550
0,muiay,6338
0,muiaa,5696
0,muiad,5685
0,muiis,8879
0,muiie,6279
0,muiiy,6067
0,muiia,5425
0,muiid,5414
0,muits,8870
0,muite,6270
0,muity,6058
0,muita,5416
0,muitd,5405
0,muins,8716
0,muine,6116
0,muiny,5904
0,muina,5262
0,muind,5251
0,munes,10308
0,munee,7708
0,muney,7496
0,munea,6854
0,muned,6843
0,munas,9096
0,munae,6496
0,munay,6284
0,munaa,5642
0,munad,5631
0,munis,8825
0,munie,6225
0,muniy,6013
0,munia,5371
0,munid,5360
0,munts,8816
0,munte,6216
0,munty,6004
0,munta,5362
0,muntd,5351
0,munns,8662
0,munne,6062
0,munny,5850
0,munna,5208
0,munnd,5197
0,muoes,10302
0,muoee,7702
0,muoey,7490
0,muoea,6848
0,muoed,6837
0,muoas,9090
0,muoae,6490
0,muoay,6278
0,muoaa,5636
0,muoad,5625
0,muois,8819
0,muoie,6219
0,muoiy,6007
0,muoia,5365
0,muoid,5354
0,muots,8810
0,muote,6210
0,muoty,5998
0,muota,5356
0,muotd,5345
0,muons,8656
0,muone,6056
0,muony,5844
0,muona,5202
0,muond,5191
